study_id,title,doi,journal,year,country,species_english,species_latin,fish_family,sex,age,exposure_id,assay_id,pharmaceutical,pharmaceutical_class,dosage,dosage_unit,duration,duration_unit,immune_trait,immune_category_high,orientation,data_source,control_mean,control_sd,control_se,control_n,treatment_mean,treatment_sd,treatment_se,treatment_n
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp01,2378_nwani_2014_exp01_assay01,chloramphenicol,antibiotic,2.5,mg/l,15,days,wbc 10^4 cells/mm3,WBC,1,2378_nwani_2014_table1,5.90E+00,1.32E+01,5.90E+00,5,7.88E+00,6.48E+00,2.90E+00,5
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp02,2378_nwani_2014_exp02_assay01,chloramphenicol,antibiotic,5,mg/l,15,days,wbc 10^4 cells/mm3,WBC,1,2378_nwani_2014_table1,5.90E+00,1.32E+01,5.90E+00,5,9.34E+00,1.01E+00,4.50E-01,5
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp03,2378_nwani_2014_exp03_assay01,chloramphenicol,antibiotic,10,mg/l,15,days,wbc 10^4 cells/mm3,WBC,1,2378_nwani_2014_table1,5.90E+00,1.32E+01,5.90E+00,5,1.19E+01,4.41E+00,1.97E+00,5
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp01,2378_nwani_2014_exp01_assay02,chloramphenicol,antibiotic,2.5,mg/l,15,days,neutrophils,WBC,1,2378_nwani_2014_table2,2.03E+01,5.61E+00,2.51E+00,5,2.30E+01,5.90E+00,2.64E+00,5
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp02,2378_nwani_2014_exp02_assay02,chloramphenicol,antibiotic,5,mg/l,15,days,neutrophils,WBC,1,2378_nwani_2014_table2,2.03E+01,5.61E+00,2.51E+00,5,2.63E+01,5.14E+00,2.30E+00,5
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp03,2378_nwani_2014_exp03_assay02,chloramphenicol,antibiotic,10,mg/l,15,days,neutrophils,WBC,1,2378_nwani_2014_table2,2.03E+01,5.61E+00,2.51E+00,5,2.60E+01,4.47E+00,2.00E+00,5
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp01,2378_nwani_2014_exp01_assay03,chloramphenicol,antibiotic,2.5,mg/l,15,days,lymphocytes,WBC,1,2378_nwani_2014_table2,5.40E+01,5.90E+00,2.64E+00,5,6.33E+01,4.65E+00,2.08E+00,5
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp02,2378_nwani_2014_exp02_assay03,chloramphenicol,antibiotic,5,mg/l,15,days,lymphocytes,WBC,1,2378_nwani_2014_table2,5.40E+01,5.90E+00,2.64E+00,5,6.70E+01,2.24E+00,1.00E+00,5
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp03,2378_nwani_2014_exp03_assay03,chloramphenicol,antibiotic,10,mg/l,15,days,lymphocytes,WBC,1,2378_nwani_2014_table2,5.40E+01,5.90E+00,2.64E+00,5,6.81E+01,9.30E+00,4.16E+00,5
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp01,2378_nwani_2014_exp01_assay04,chloramphenicol,antibiotic,2.5,mg/l,15,days,monocytes,WBC,1,2378_nwani_2014_table2,3.40E-01,2.24E-02,1.00E-02,5,3.50E-01,1.12E-01,5.00E-02,5
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp02,2378_nwani_2014_exp02_assay04,chloramphenicol,antibiotic,5,mg/l,15,days,monocytes,WBC,1,2378_nwani_2014_table2,3.40E-01,2.24E-02,1.00E-02,5,5.00E-01,3.44E+00,1.54E+00,5
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp03,2378_nwani_2014_exp03_assay04,chloramphenicol,antibiotic,10,mg/l,15,days,monocytes,WBC,1,2378_nwani_2014_table2,3.40E-01,2.24E-02,1.00E-02,5,5.00E-01,1.00E-02,0.00E+00,5
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp01,2378_nwani_2014_exp01_assay05,chloramphenicol,antibiotic,2.5,mg/l,15,days,Eosinophils,WBC,1,2378_nwani_2014_table2,1.61E+00,1.27E+00,5.70E-01,5,2.54E+00,1.00E-02,0.00E+00,5
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp02,2378_nwani_2014_exp02_assay05,chloramphenicol,antibiotic,5,mg/l,15,days,Eosinophils,WBC,1,2378_nwani_2014_table2,1.61E+00,1.27E+00,5.70E-01,5,2.30E+00,1.00E-02,0.00E+00,5
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp03,2378_nwani_2014_exp03_assay05,chloramphenicol,antibiotic,10,mg/l,15,days,Eosinophils,WBC,1,2378_nwani_2014_table2,1.61E+00,1.27E+00,5.70E-01,5,1.80E+00,1.00E-02,0.00E+00,5
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp01,2378_nwani_2014_exp01_assay06,chloramphenicol,antibiotic,2.5,mg/l,15,days,Basophils,WBC,1,2378_nwani_2014_table2,1.35E+00,1.00E-02,0.00E+00,5,2.00E+00,1.00E-02,0.00E+00,5
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp02,2378_nwani_2014_exp02_assay06,chloramphenicol,antibiotic,5,mg/l,15,days,Basophils,WBC,1,2378_nwani_2014_table2,1.35E+00,1.00E-02,0.00E+00,5,1.90E+00,1.00E-02,0.00E+00,5
2378_nwani_2014,Changes in behavior and hematological parameters of freshwater African catfish Clarias gariepinus (Burchell 1822) following sublethal exposure to chloramphenicol,10.3109/01480545.2013.834348,Drug and Chemical Toxicology,2014,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,not reported,2378_nwani_2014_exp03,2378_nwani_2014_exp03_assay06,chloramphenicol,antibiotic,10,mg/l,15,days,Basophils,WBC,1,2378_nwani_2014_table2,1.35E+00,1.00E-02,0.00E+00,5,1.88E+00,1.00E-02,0.00E+00,5
2386_ogili_2021,"Morphometric, hematological and oxidative stress changes in Clarias gariepinus following sub-chronic exposure to tramadol",10.1016/j.cbpc.2021.109096,Comparative Biochemistry and Physiology Part C,2021,nigeria,african catfish,Clarias gariepinus,Clariidae,not reported,juvenile,2386_ogili_2021_exp01,2386_ogili_2021_exp01_assay01,chloramphenicol,antibiotic,4.4,mg/l,15,days,wbc,WBC,1,2386_ogili_2021_table4,1.01E+04,1.01E+02,4.52E+01,5,8.66E+03,1.18E+02,5.28E+01,5
2386_ogili_2021,"Morphometric, hematological and oxidative stress changes in Clarias gariepinus following sub-chronic exposure to tramadol",10.1016/j.cbpc.2021.109096,Comparative Biochemistry and Physiology Part C,2021,nigeria,african catfish,Clarias gariepinus,Clariidae,not reported,juvenile,2386_ogili_2021_exp02,2386_ogili_2021_exp02_assay01,chloramphenicol,antibiotic,8.88,mg/l,15,days,wbc,WBC,1,2386_ogili_2021_table4,1.01E+04,1.01E+02,4.52E+01,5,8.15E+03,1.32E+02,5.90E+01,5
2386_ogili_2021,"Morphometric, hematological and oxidative stress changes in Clarias gariepinus following sub-chronic exposure to tramadol",10.1016/j.cbpc.2021.109096,Comparative Biochemistry and Physiology Part C,2021,nigeria,african catfish,Clarias gariepinus,Clariidae,not reported,juvenile,2386_ogili_2021_exp03,2386_ogili_2021_exp03_assay01,chloramphenicol,antibiotic,17.75,mg/l,15,days,wbc,WBC,1,2386_ogili_2021_table4,1.01E+04,1.01E+02,4.52E+01,5,7.78E+03,1.32E+02,5.90E+01,5
2466_pandey_2017,"Evaluation of DNA damage and physiological responses in Nile tilapia, Oreochromis niloticus (Linnaeus, 1758) exposed to sub-lethal diclofenac (DCF)",10.1016/j.aquatox.2017.03.007,Aquatic Toxicology,2017,india,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,2466_pandey_2017_exp01,2466_pandey_2017_exp01_assay01,diclofenac,anti-inflammatory,0.17,mg/l,60,days,wbc 10^4 cells/mm3,WBC,1,2466_pandey_2017_table2,3.26E+00,3.10E-01,8.95E-02,12,3.44E+00,2.30E-01,6.64E-02,12
2466_pandey_2017,"Evaluation of DNA damage and physiological responses in Nile tilapia, Oreochromis niloticus (Linnaeus, 1758) exposed to sub-lethal diclofenac (DCF)",10.1016/j.aquatox.2017.03.007,Aquatic Toxicology,2017,india,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,2466_pandey_2017_exp02,2466_pandey_2017_exp02_assay01,diclofenac,anti-inflammatory,0.34,mg/l,60,days,wbc 10^4 cells/mm3,WBC,1,2466_pandey_2017_table2,3.26E+00,3.10E-01,8.95E-02,12,4.50E+00,2.50E-01,7.22E-02,12
2466_pandey_2017,"Evaluation of DNA damage and physiological responses in Nile tilapia, Oreochromis niloticus (Linnaeus, 1758) exposed to sub-lethal diclofenac (DCF)",10.1016/j.aquatox.2017.03.007,Aquatic Toxicology,2017,india,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,2466_pandey_2017_exp03,2466_pandey_2017_exp03_assay01,diclofenac,anti-inflammatory,0.68,mg/l,60,days,wbc 10^4 cells/mm3,WBC,1,2466_pandey_2017_table2,3.26E+00,3.10E-01,8.95E-02,12,4.97E+00,2.00E-02,5.77E-03,12
2555_perussolo_2019,Integrated biomarker response index to assess toxic effects of environmentally relevant concentrations of paracetamol in a neotropical catfish (Rhamdia quelen),10.1016/j.ecoenv.2019.109438,Ecotoxicology and Environmental Safety,2019,brazil,south american catfish,Rhamdia quelen,Heptapteridae,not reported,adult,2555_perussolo_2019_exp01,2555_perussolo_2019_exp01_assay01,paracetamol,anti-inflammatory,0.25,ug/l,14,days,leukocytes uL,WBC,1,2555_perussolo_2019_table2,3.96E+04,5.23E+03,1.17E+03,20,3.16E+04,2.21E+03,4.95E+02,20
2555_perussolo_2019,Integrated biomarker response index to assess toxic effects of environmentally relevant concentrations of paracetamol in a neotropical catfish (Rhamdia quelen),10.1016/j.ecoenv.2019.109438,Ecotoxicology and Environmental Safety,2019,brazil,south american catfish,Rhamdia quelen,Heptapteridae,not reported,adult,2555_perussolo_2019_exp02,2555_perussolo_2019_exp02_assay01,paracetamol,anti-inflammatory,2.5,ug/l,14,days,leukocytes uL,WBC,1,2555_perussolo_2019_table2,3.96E+04,5.23E+03,1.17E+03,20,3.90E+04,4.30E+03,9.61E+02,20
2555_perussolo_2019,Integrated biomarker response index to assess toxic effects of environmentally relevant concentrations of paracetamol in a neotropical catfish (Rhamdia quelen),10.1016/j.ecoenv.2019.109438,Ecotoxicology and Environmental Safety,2019,brazil,south american catfish,Rhamdia quelen,Heptapteridae,not reported,adult,2555_perussolo_2019_exp03,2555_perussolo_2019_exp03_assay01,paracetamol,anti-inflammatory,25,ug/l,14,days,leukocytes uL,WBC,1,2555_perussolo_2019_table2,3.96E+04,5.23E+03,1.17E+03,20,1.94E+04,1.11E+03,2.48E+02,20
2725_renuka_2018,Responses of Labeo rohita fingerlings to N-acetyl-p-aminophenol toxicity,10.1016/j.ecoenv.2018.03.058,Ecotoxicology and Environmental Safety,2018,india,indian major carp,Labeo rohita,Cyprinidae,not reported,juvenile,2725_renuka_2018_exp01,2725_renuka_2018_exp01_assay01,paracetamol,anti-inflammatory,0.58,mg/l,96,hours,wbc,WBC,1,2725_renuka_2018_table1,3.62E+01,4.47E-02,1.00E-02,20,3.94E+01,4.47E-02,1.00E-02,20
2725_renuka_2018,Responses of Labeo rohita fingerlings to N-acetyl-p-aminophenol toxicity,10.1016/j.ecoenv.2018.03.058,Ecotoxicology and Environmental Safety,2018,india,indian major carp,Labeo rohita,Cyprinidae,not reported,juvenile,2725_renuka_2018_exp02,2725_renuka_2018_exp02_assay01,paracetamol,anti-inflammatory,0.29,mg/l,96,hours,wbc,WBC,1,2725_renuka_2018_table1,3.62E+01,4.47E-02,1.00E-02,20,4.02E+01,4.47E-02,1.00E-02,20
3022_shiogiri_2017,"Effects of azithromycin on tilapia (Oreochromis niloticus): health status evaluation using biochemical, physiological and morphological biomarkers",10.1111/are.13191,Aquaculture Research,2017,brazil,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,3022_shiogiri_2017_exp01,3022_shiogiri_2017_exp01_assay01,azithromycin,antibiotic,1,mg/l,14,days,total leucocyte 10^3,WBC,1,3022_shiogiri_2017_table1,1.30E+01,7.57E+00,2.39E+00,10,4.89E+00,3.00E+00,9.49E-01,10
3022_shiogiri_2017,"Effects of azithromycin on tilapia (Oreochromis niloticus): health status evaluation using biochemical, physiological and morphological biomarkers",10.1111/are.13191,Aquaculture Research,2017,brazil,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,3022_shiogiri_2017_exp02,3022_shiogiri_2017_exp02_assay01,azithromycin,antibiotic,50,mg/l,14,days,total leucocyte 10^3,WBC,1,3022_shiogiri_2017_table1,1.30E+01,7.57E+00,2.39E+00,10,8.60E+00,4.64E+00,1.47E+00,10
3022_shiogiri_2017,"Effects of azithromycin on tilapia (Oreochromis niloticus): health status evaluation using biochemical, physiological and morphological biomarkers",10.1111/are.13191,Aquaculture Research,2017,brazil,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,3022_shiogiri_2017_exp03,3022_shiogiri_2017_exp03_assay01,azithromycin,antibiotic,100,mg/l,14,days,total leucocyte 10^3,WBC,1,3022_shiogiri_2017_table1,1.30E+01,7.57E+00,2.39E+00,10,2.63E+01,1.12E+01,3.53E+00,10
3022_shiogiri_2017,"Effects of azithromycin on tilapia (Oreochromis niloticus): health status evaluation using biochemical, physiological and morphological biomarkers",10.1111/are.13191,Aquaculture Research,2017,brazil,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,3022_shiogiri_2017_exp01,3022_shiogiri_2017_exp01_assay02,azithromycin,antibiotic,1,mg/l,14,days,lymphocyte %,WBC,1,3022_shiogiri_2017_table1,7.86E+01,1.10E+01,3.48E+00,10,6.68E+01,1.25E+01,3.94E+00,10
3022_shiogiri_2017,"Effects of azithromycin on tilapia (Oreochromis niloticus): health status evaluation using biochemical, physiological and morphological biomarkers",10.1111/are.13191,Aquaculture Research,2017,brazil,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,3022_shiogiri_2017_exp02,3022_shiogiri_2017_exp02_assay02,azithromycin,antibiotic,50,mg/l,14,days,lymphocyte %,WBC,1,3022_shiogiri_2017_table1,7.86E+01,1.10E+01,3.48E+00,10,7.30E+01,8.25E+00,2.61E+00,10
3022_shiogiri_2017,"Effects of azithromycin on tilapia (Oreochromis niloticus): health status evaluation using biochemical, physiological and morphological biomarkers",10.1111/are.13191,Aquaculture Research,2017,brazil,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,3022_shiogiri_2017_exp03,3022_shiogiri_2017_exp03_assay02,azithromycin,antibiotic,100,mg/l,14,days,lymphocyte %,WBC,1,3022_shiogiri_2017_table1,7.86E+01,1.10E+01,3.48E+00,10,6.96E+01,7.96E+00,2.52E+00,10
3022_shiogiri_2017,"Effects of azithromycin on tilapia (Oreochromis niloticus): health status evaluation using biochemical, physiological and morphological biomarkers",10.1111/are.13191,Aquaculture Research,2017,brazil,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,3022_shiogiri_2017_exp01,3022_shiogiri_2017_exp01_assay03,azithromycin,antibiotic,1,mg/l,14,days,monocytes %,WBC,1,3022_shiogiri_2017_table1,6.90E+00,3.28E+00,1.04E+00,10,6.70E+00,4.64E+00,1.47E+00,10
3022_shiogiri_2017,"Effects of azithromycin on tilapia (Oreochromis niloticus): health status evaluation using biochemical, physiological and morphological biomarkers",10.1111/are.13191,Aquaculture Research,2017,brazil,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,3022_shiogiri_2017_exp02,3022_shiogiri_2017_exp02_assay03,azithromycin,antibiotic,50,mg/l,14,days,monocytes %,WBC,1,3022_shiogiri_2017_table1,6.90E+00,3.28E+00,1.04E+00,10,7.00E+00,3.20E+00,1.01E+00,10
3022_shiogiri_2017,"Effects of azithromycin on tilapia (Oreochromis niloticus): health status evaluation using biochemical, physiological and morphological biomarkers",10.1111/are.13191,Aquaculture Research,2017,brazil,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,3022_shiogiri_2017_exp03,3022_shiogiri_2017_exp03_assay03,azithromycin,antibiotic,100,mg/l,14,days,monocytes %,WBC,1,3022_shiogiri_2017_table1,6.90E+00,3.28E+00,1.04E+00,10,9.10E+00,2.92E+00,9.23E-01,10
3022_shiogiri_2017,"Effects of azithromycin on tilapia (Oreochromis niloticus): health status evaluation using biochemical, physiological and morphological biomarkers",10.1111/are.13191,Aquaculture Research,2017,brazil,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,3022_shiogiri_2017_exp01,3022_shiogiri_2017_exp01_assay04,azithromycin,antibiotic,1,mg/l,14,days,neutrophils %,WBC,1,3022_shiogiri_2017_table1,5.40E+00,4.74E+00,1.50E+00,10,1.85E+01,1.09E+01,3.43E+00,10
3022_shiogiri_2017,"Effects of azithromycin on tilapia (Oreochromis niloticus): health status evaluation using biochemical, physiological and morphological biomarkers",10.1111/are.13191,Aquaculture Research,2017,brazil,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,3022_shiogiri_2017_exp02,3022_shiogiri_2017_exp02_assay04,azithromycin,antibiotic,50,mg/l,14,days,neutrophils %,WBC,1,3022_shiogiri_2017_table1,5.40E+00,4.74E+00,1.50E+00,10,1.51E+01,6.26E+00,1.98E+00,10
3022_shiogiri_2017,"Effects of azithromycin on tilapia (Oreochromis niloticus): health status evaluation using biochemical, physiological and morphological biomarkers",10.1111/are.13191,Aquaculture Research,2017,brazil,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,3022_shiogiri_2017_exp03,3022_shiogiri_2017_exp03_assay04,azithromycin,antibiotic,100,mg/l,14,days,neutrophils %,WBC,1,3022_shiogiri_2017_table1,5.40E+00,4.74E+00,1.50E+00,10,1.28E+01,5.11E+00,1.62E+00,10
3022_shiogiri_2017,"Effects of azithromycin on tilapia (Oreochromis niloticus): health status evaluation using biochemical, physiological and morphological biomarkers",10.1111/are.13191,Aquaculture Research,2017,brazil,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,3022_shiogiri_2017_exp01,3022_shiogiri_2017_exp01_assay05,azithromycin,antibiotic,1,mg/l,14,days,immature leucocytes %,WBC,1,3022_shiogiri_2017_table1,9.10E+00,6.08E+00,1.92E+00,10,8.00E+00,3.60E+00,1.14E+00,10
3022_shiogiri_2017,"Effects of azithromycin on tilapia (Oreochromis niloticus): health status evaluation using biochemical, physiological and morphological biomarkers",10.1111/are.13191,Aquaculture Research,2017,brazil,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,3022_shiogiri_2017_exp02,3022_shiogiri_2017_exp02_assay05,azithromycin,antibiotic,50,mg/l,14,days,immature leucocytes %,WBC,1,3022_shiogiri_2017_table1,9.10E+00,6.08E+00,1.92E+00,10,4.90E+00,1.66E+00,5.25E-01,10
3022_shiogiri_2017,"Effects of azithromycin on tilapia (Oreochromis niloticus): health status evaluation using biochemical, physiological and morphological biomarkers",10.1111/are.13191,Aquaculture Research,2017,brazil,nile tilapia,Oreochromis niloticus,Cichlidae,not reported,juvenile,3022_shiogiri_2017_exp03,3022_shiogiri_2017_exp03_assay05,azithromycin,antibiotic,100,mg/l,14,days,immature leucocytes %,WBC,1,3022_shiogiri_2017_table1,9.10E+00,6.08E+00,1.92E+00,10,8.50E+00,6.13E+00,1.94E+00,10
3328_umamaheswari_2019,"Chronic amoxicillin exposure affects Labeo rohita: assessment of hematological, ionic compounds, biochemical, and enzymological activities",10.1016/j.heliyon.2019.e01434,Heliyon,2019,india,indian major carp,Labeo rohita,Cyprinidae,not reported,juvenile,3328_umamaheswari_2019_exp01,3328_umamaheswari_2019_exp01_assay01,amoxicillin,antibiotic,1,mg/l,35,days,wbc 1000 cu.mm,WBC,1,3328_umamaheswari_2019_table1,3.35E+01,9.49E-03,3.00E-03,10,3.78E+01,2.78E-01,8.80E-02,10
3328_umamaheswari_2019,"Chronic amoxicillin exposure affects Labeo rohita: assessment of hematological, ionic compounds, biochemical, and enzymological activities",10.1016/j.heliyon.2019.e01434,Heliyon,2019,india,indian major carp,Labeo rohita,Cyprinidae,not reported,juvenile,3328_umamaheswari_2019_exp02,3328_umamaheswari_2019_exp02_assay01,amoxicillin,antibiotic,0.5,mg/l,35,days,wbc 1000 cu.mm,WBC,1,3328_umamaheswari_2019_table1,3.35E+01,9.49E-03,3.00E-03,10,4.01E+01,9.49E-03,3.00E-03,10
4418_sheikhlangi_2023,Toxicological effects of meloxicam on physiological and antioxidant status of common carp (Cyprinus carpio),10.1002/vms3.1207,Veterinary Medicine and Science,2023,iran,common carp,Cyprinus carpio,Cyprinidae,not reported,juvenile,4418_sheikhlangi_2023_exp01,4418_sheikhlangi_2023_exp01_assay01,meloxicam,anti-inflammatory,0.1,mg/l,28,days,wbc 10^3 cells/mm3,WBC,1,4418_sheikhlangi_2023_table4,9.39E+01,2.06E+01,8.41E+00,6,8.59E+01,1.13E+01,4.62E+00,6
4418_sheikhlangi_2023,Toxicological effects of meloxicam on physiological and antioxidant status of common carp (Cyprinus carpio),10.1002/vms3.1207,Veterinary Medicine and Science,2023,iran,common carp,Cyprinus carpio,Cyprinidae,not reported,juvenile,4418_sheikhlangi_2023_exp02,4418_sheikhlangi_2023_exp02_assay01,meloxicam,anti-inflammatory,1,mg/l,28,days,wbc 10^3 cells/mm3,WBC,1,4418_sheikhlangi_2023_table4,9.39E+01,2.06E+01,8.41E+00,6,8.96E+01,1.52E+01,6.22E+00,6
4418_sheikhlangi_2023,Toxicological effects of meloxicam on physiological and antioxidant status of common carp (Cyprinus carpio),10.1002/vms3.1207,Veterinary Medicine and Science,2023,iran,common carp,Cyprinus carpio,Cyprinidae,not reported,juvenile,4418_sheikhlangi_2023_exp03,4418_sheikhlangi_2023_exp03_assay01,meloxicam,anti-inflammatory,2,mg/l,28,days,wbc 10^3 cells/mm3,WBC,1,4418_sheikhlangi_2023_table4,9.39E+01,2.06E+01,8.41E+00,6,8.17E+01,6.47E+00,2.64E+00,6
4557_yuan_2023,Effects of ammonia and roxithromycin exposure on skin mucus microbiota composition and immune response of juvenile yellow catfish Pelteobagrus fulvidraco,10.1016/j.fsi.2023.109048,Fish and Shellfish Immunology,2023,china,yellow catfish,Pelteobagrus fulvidraco,Bagridae,not reported,juvenile,4557_yuan_2023_exp01,4557_yuan_2023_exp01_assay01,roxithromycin,antibiotic,100,ug/l,28,days,lysozyme ug/ml,humoral-mediated,1,4557_yuan_2023_table2,2.12E+03,1.67E+02,9.63E+01,3,9.89E+02,1.57E+02,9.06E+01,3
4557_yuan_2023,Effects of ammonia and roxithromycin exposure on skin mucus microbiota composition and immune response of juvenile yellow catfish Pelteobagrus fulvidraco,10.1016/j.fsi.2023.109048,Fish and Shellfish Immunology,2023,china,yellow catfish,Pelteobagrus fulvidraco,Bagridae,not reported,juvenile,4557_yuan_2023_exp01,4557_yuan_2023_exp01_assay02,roxithromycin,antibiotic,100,ug/l,28,days,alkaline phosphatase u/ml,humoral-mediated,1,4557_yuan_2023_table2,1.04E+00,3.29E-01,1.90E-01,3,8.20E-01,2.25E-01,1.30E-01,3
4557_yuan_2023,Effects of ammonia and roxithromycin exposure on skin mucus microbiota composition and immune response of juvenile yellow catfish Pelteobagrus fulvidraco,10.1016/j.fsi.2023.109048,Fish and Shellfish Immunology,2023,china,yellow catfish,Pelteobagrus fulvidraco,Bagridae,not reported,juvenile,4557_yuan_2023_exp01,4557_yuan_2023_exp01_assay03,roxithromycin,antibiotic,100,ug/l,28,days,complement 3 mg/ml,humoral-mediated,1,4557_yuan_2023_table2,6.71E+00,6.06E-01,3.50E-01,3,3.98E+00,2.60E-01,1.50E-01,3
